silhouette,davies_bouldin,calinski_harabasz,K,inertia,method,BIC,AIC
0.5572164473286471,0.28031577922096657,8.946063505850187,2,53.244659594613886,KMeans,,
0.27761718257733525,0.857487174616955,9.582038954477257,3,35.88219769797044,KMeans,,
0.285899550946177,0.695889244370437,9.234801995406718,4,27.146938352916404,KMeans,,
0.2735352093739087,0.5619689840432882,10.291335683008798,5,19.185430725821153,KMeans,,
0.240227086518128,1.4044201013863828,5.167109890508187,2,,GMM,118.61393772122891,84.45219061492405
0.2756333793731187,0.9781922266119055,8.035639334952014,3,,GMM,113.01463250087373,61.355405169388334
0.25483846009873123,0.8676747028487369,7.793471905894806,4,,GMM,8.96293545680851,-60.193772099857426
0.24368903238399148,0.5985832079378202,8.200391813047759,5,,GMM,15.250673422357352,-71.40351435948912
